Status;Distance Macro;Distance Micro;Magnitude Macro;Magnitude Micro;
1;82;0;778;0;
1;81;0;403;0;
1;83;0;689;0;
1;83;0;560;0;
1;83;0;244;0;
1;85;0;946;0;
1;86;0;357;0;
1;88;0;600;0;
1;86;0;505;0;
1;88;0;447;0;
1;88;0;646;0;
1;87;0;255;0;
1;87;0;537;0;
1;87;0;745;0;
1;83;0;788;0;
1;81;0;1081;0;
1;81;0;699;0;
1;81;0;477;0;
1;81;0;457;0;
1;81;0;460;0;
1;82;0;592;0;
1;81;0;459;0;
1;80;0;262;0;
1;80;0;372;0;
1;80;0;222;0;
1;80;0;357;0;
1;80;0;343;0;
1;80;0;611;0;
1;81;0;373;0;
1;82;0;307;0;
1;80;0;545;0;
1;84;0;501;0;
1;85;0;772;0;
1;85;0;257;0;
1;84;0;646;0;
1;84;0;1027;0;
1;83;0;594;0;
1;85;0;475;0;
1;86;0;424;0;
1;85;0;401;0;
1;83;0;589;0;
1;85;0;762;0;
1;84;0;546;0;
1;84;0;569;0;
1;83;0;502;0;
1;83;0;710;0;
1;83;0;487;0;
1;83;0;541;0;
1;83;0;510;0;
1;82;0;720;0;
1;84;0;945;0;
1;84;0;954;0;
1;83;0;268;0;
1;83;0;526;0;
1;82;0;601;0;
1;83;0;664;0;
1;84;0;862;0;
1;83;0;807;0;
1;85;0;632;0;
1;84;0;548;0;
1;84;0;445;0;
1;85;0;392;0;
1;86;0;787;0;
1;86;0;411;0;
1;86;0;673;0;
1;85;0;1197;0;
1;84;0;654;0;
1;83;0;755;0;
1;82;0;648;0;
1;83;0;309;0;
1;83;0;811;0;
1;82;0;549;0;
1;83;0;733;0;
1;85;0;359;0;
1;85;0;315;0;
1;87;0;245;0;
1;87;0;432;0;
1;88;0;590;0;
1;87;0;422;0;
1;86;0;246;0;
1;86;0;512;0;
1;87;0;719;0;
1;86;0;492;0;
1;86;0;581;0;
1;86;0;650;0;
1;86;0;336;0;
1;85;0;1008;0;
1;84;0;970;0;
1;85;0;504;0;
1;84;0;482;0;
1;84;0;280;0;
1;83;0;428;0;
1;83;0;223;0;
1;82;0;416;0;
1;82;0;501;0;
1;82;0;526;0;
1;83;0;267;0;
1;84;0;460;0;
1;83;0;214;0;
1;83;0;436;0;
1;82;0;586;0;
1;83;0;292;0;
1;82;0;802;0;
1;82;0;370;0;
1;81;0;712;0;
1;82;0;645;0;
1;80;0;931;0;
1;78;0;264;0;
1;78;0;271;0;
1;80;0;394;0;
1;81;0;428;0;
1;80;0;631;0;
1;82;0;271;0;
1;82;0;412;0;
1;83;0;399;0;
1;86;0;684;0;
1;87;0;629;0;
1;87;0;663;0;
1;87;0;269;0;
1;86;0;468;0;
1;86;0;965;0;
1;85;0;502;0;
1;84;0;577;0;
1;84;0;630;0;
1;85;0;989;0;
1;85;0;302;0;
1;85;0;689;0;
1;83;0;376;0;
1;83;0;324;0;
1;81;0;754;0;
1;80;0;635;0;
1;79;0;568;0;
1;78;0;1390;0;
1;77;0;1150;0;
1;76;0;763;0;
1;76;0;635;0;
1;77;0;661;0;
1;78;0;601;0;
1;80;0;686;0;
1;81;0;707;0;
1;82;0;492;0;
1;84;0;251;0;
1;87;0;705;0;
1;87;0;486;0;
1;87;0;531;0;
1;87;0;320;0;
1;87;0;397;0;
1;86;0;626;0;
1;84;0;773;0;
1;83;0;271;0;
1;82;0;931;0;
1;81;0;518;0;
1;81;0;276;0;
1;80;0;712;0;
1;81;0;572;0;
1;82;0;444;0;
1;82;0;688;0;
1;82;0;448;0;
1;82;0;483;0;
1;85;0;431;0;
1;84;0;355;0;
1;87;0;497;0;
1;86;0;558;0;
1;86;0;517;0;
1;85;0;777;0;
1;85;0;887;0;
1;84;0;486;0;
1;81;0;419;0;
1;81;0;213;0;
1;80;0;285;0;
1;81;0;629;0;
1;80;0;483;0;
1;81;0;374;0;
1;82;0;293;0;
1;82;0;314;0;
1;83;0;280;0;
1;82;0;716;0;
1;82;0;228;0;
1;81;0;539;0;
1;80;0;420;0;
1;81;0;271;0;
1;80;0;474;0;
1;80;0;620;0;
1;82;0;284;0;
1;83;0;687;0;
1;83;0;443;0;
1;82;0;548;0;
1;84;0;511;0;
1;84;0;523;0;
1;83;0;533;0;
1;81;0;509;0;
1;82;0;547;0;
1;81;0;558;0;
1;81;0;414;0;
1;81;0;416;0;
1;79;0;769;0;
1;80;0;601;0;
1;82;0;567;0;
1;82;0;629;0;
1;82;0;769;0;
1;82;0;432;0;
1;82;0;422;0;
1;83;0;310;0;
1;85;0;860;0;
1;84;0;716;0;
1;83;0;339;0;
1;84;0;573;0;
1;85;0;327;0;
1;84;0;370;0;
1;85;0;300;0;
1;84;0;509;0;
1;83;0;574;0;
1;83;0;251;0;
1;83;0;377;0;
1;83;0;739;0;
1;82;0;1004;0;
1;83;0;481;0;
1;83;0;312;0;
1;85;0;558;0;
1;87;0;494;0;
1;86;0;623;0;
1;86;0;397;0;
1;86;0;251;0;
1;87;0;619;0;
1;86;0;264;0;
1;85;0;450;0;
1;85;0;341;0;
1;85;0;635;0;
1;86;0;317;0;
1;86;0;559;0;
1;86;0;427;0;
1;87;0;525;0;
1;84;0;436;0;
